,id,budget,budget_log,genres,popularity,release_date,revenue,revenue_log,runtime,title,vote_average,vote_count,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
2286,200,70000000,7.84509804," Science Fiction, Action, Adventure, Thriller",9.538877,12/10/1998,118000000,8.071882007,103,Star Trek: Insurrection,6.3,402,Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden,Jonathan Frakes
5828,201,60000000,7.77815125," Science Fiction, Action, Adventure, Thriller",11.367801,12/13/2002,67312826,7.828097824,117,Star Trek: Nemesis,6.1,488,Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden,art Baird
7615,203,500000,5.698970004," Drama, Crime",8.212399,10/2/1973,3000000,6.477121255,110,Mean Streets,7.2,359,Harvey Keitel, Robert De Niro, David Proval, Amy Robinson, Richard Romanus, Cesare Danova,Martin Scorsese
9553,205,17500000,7.243038049," Drama, History, War",10.262332,9/11/2004,38000000,7.579783597,121,Hotel Rwanda,7.5,805,Don Cheadle, Sophie Okonedo, Nick Nolte, Fana Mokoena, Joaquin Phoenix, Jean Reno,
1208,207,16400000,7.214843848,Drama,19.905716,6/2/1989,235860116,8.372654508,129,Dead Poets Society,8.1,2786,Robin Williams, Ethan Hawke, Robert Sean Leonard, Gale Hansen, Josh Charles, Dylan Kussman,Peter Weir
887,213,4000000,6.602059991," Mystery, Thriller",12.410427,7/7/1959,13275000,7.12303453,136,North by Northwest,7.8,1062,Cary Grant, Eva Marie Saint, James Mason, Leo G. Carroll, Martin Landau, Adam Williams,
11399,214,10000000,7," Horror, Thriller, Crime",14.938035,10/27/2006,163876815,8.214517515,108,Saw III,6.1,1104,Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh, Dina Meyer, Kim Roberts,Darren Lynn Bousman
10509,215,4000000,6.602059991,Horror,15.399863,10/28/2005,152925093,8.184478753,92,Saw II,6.3,1288,Tobin Bell, Shawnee Smith, Donnie Wahlberg, Franky G, Glenn Plummer, Beverley Mitchell,
12658,217,185000000,8.267171728," Adventure, Action",12.577266,5/21/2008,786636033,8.895773836,122,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2558,Harrison Ford, Cate Blanchett, Shia LaBeouf, Ray Winstone, Karen Allen, John Hurt,Steven Spielberg
1202,218,6400000,6.806179974," Action, Thriller, Science Fiction",19.293562,10/26/1984,78371200,7.894156497,108,The Terminator,7.4,4208,Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield, Lance Henriksen, Bess Motta,
10914,219,12899867,7.110585233," Comedy, Drama, Romance",6.302926,3/16/2006,85582407,7.932384497,121,Volver,7.3,419,Penélope Cruz, Carmen Maura, Lola Dueñas, Blanca Portillo, Yohana Cobo, Chus Lampreave,
907,223,1288000,6.109915863," Drama, Mystery",8.590813,4/12/1940,6000000,6.77815125,130,Rebecca,7.7,346,Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson, Nigel Bruce, Reginald Denny,Alfred Hitchcock
2801,226,2000000,6.301029996," Crime, Drama",6.536006,9/2/1999,11540607,7.062228652,118,Boys Don't Cry,7.2,360,Hilary Swank, Chloë Sevigny, Peter Sarsgaard, Brendan Sexton III, Alicia Goranson, Alison Folland,"Kimberly Peirce,  "
2011,227,10000000,7," Crime, Drama",6.435926,3/25/1983,33697647,7.527599577,91,The Outsiders,6.9,293,Matt Dillon, Ralph Macchio, C. Thomas Howell, Patrick Swayze, Rob Lowe, Emilio Estevez,Francis Ford Coppola
10567,231,50000000,7.698970004," Drama, Thriller",5.768575,11/23/2005,94000000,7.973127854,128,Syriana,6.3,455,George Clooney, Matt Damon, Jeffrey Wright, Chris Cooper, Amanda Peet, William Hurt,
1221,235,8000000,6.903089987," Crime, Drama",15.206957,8/22/1986,52287414,7.718397163,89,Stand by Me,7.8,1568,Wil Wheaton, River Phoenix, Corey Feldman, Kiefer Sutherland, Richard Dreyfuss, John Cusack,Rob Reiner
337,236,3000000,6.477121255," Drama, Comedy, Romance",5.254847,9/29/1994,15119639,7.179541422,106,Muriel's Wedding,6.9,104,Toni Collette, Bill Hunter, Rachel Griffiths, Sophie Lee, Roz Hammond, Belinda Jarrett,P.J. Hogan
837,238,6000000,6.77815125," Drama, Crime",41.109264,3/14/1972,245066411,8.389283791,175,The Godfather,8.5,6024,Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden,
889,239,2883848,6.459972366," Comedy, Romance",11.845107,3/18/1959,25000000,7.397940009,122,Some Like It Hot,8,835,Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft, Pat O’Brien, Joe E. Brown,
1185,240,13000000,7.113943352," Drama, Crime",36.629307,12/20/1974,47542841,7.67708513,200,The Godfather: Part II,8.3,3418,Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale, Talia Shire,Francis Ford Coppola
284,241,34000000,7.531478917," Crime, Thriller, Drama",11.226856,8/25/1994,50282766,7.70141916,119,Natural Born Killers,6.9,927,Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tommy Lee Jones, Tom Sizemore, Rodney Dangerfield,Oliver Stone
1920,242,54000000,7.73239376," Crime, Drama, Thriller",17.185349,12/24/1990,136766062,8.135978342,162,The Godfather: Part III,7.1,1589,Al Pacino, Diane Keaton, Andy García, Talia Shire, Sofia Coppola, Eli Wallach,Francis Ford Coppola
3370,243,30000000,7.477121255," Comedy, Drama, Romance, Music",8.524956,3/17/2000,47126295,7.673263298,113,High Fidelity,7,636,John Cusack, Iben Hjejle, Todd Louiso, Jack Black, Lisa Bonet, Catherine Zeta-Jones,Stephen Frears
2259,244,672000,5.827369273," Action, Adventure, Drama, Horror",8.73274,4/7/1933,10000000,7,100,King Kong,7.7,346,Robert Armstrong, Fay Wray, Bruce Cabot, Frank Reicher, Victor Wong, James Flavin,"Chief Technician / Stop-Motion Expert,  Willis H. O, Brien"
5259,245,27000000,7.431363764," Drama, Comedy, Romance",10.956665,4/26/2002,129000000,8.11058971,101,About a Boy,6.6,627,Hugh Grant, Nicholas Hoult, Toni Collette, Rachel Weisz, Sharon Small, Madison Cook,"Chris Weitz, Paul Weitz"
4688,248,2900000,6.462397998," Comedy, Drama",2.649605,12/18/1961,5000000,6.698970004,136,Pocketful of Miracles,7.3,25,Glenn Ford, Bette Davis, Hope Lange, Peter Falk, Thomas Mitchell, Edward Everett Horton,Frank Capra
580,251,22000000,7.342422681," Fantasy, Drama, Thriller, Mystery, Romance",11.945397,7/12/1990,505000000,8.703291378,127,Ghost,6.9,1381,Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, Vincent Schiavelli, Gail Boggs,
1049,252,3000000,6.477121255," Family, Fantasy",12.416635,6/29/1971,4000000,6.602059991,100,Willy Wonka & the Chocolate Factory,7.4,826,Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Denise Nickerson, Leonard Stone,Mel art
2884,253,7000000,6.84509804," Adventure, Action, Thriller",9.773768,7/5/1973,161777836,8.208919022,121,Live and Let Die,6.4,540,Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James, Julius Harris, Geoffrey Holder,Guy Hamilton
10627,254,207000000,8.315970345," Adventure, Drama, Action",19.761164,12/14/2005,550000000,8.740362689,187,King Kong,6.6,2403,Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann, Colin Hanks, Andy Serkis,"Peter Jackson, Armorer, Gunner Ashford,  Supervisor, Guy Williams"
948,261,3000000,6.477121255," Drama, Romance",11.794846,2/17/1958,17570324,7.24477977,108,Cat on a Hot Tin Roof,7.6,168,Elizabeth Taylor, Paul Newman, Burl Ives, Judith Anderson, Jack Carson, Madeleine Sherwood,Richard Brooks
585,268,35000000,7.544068044," Fantasy, Action",19.10673,6/23/1989,411348924,8.614210366,126,Batman,7,2145,Jack Nicholson, Michael Keaton, Kim Basinger, Michael Gough, Pat Hingle, Billy Dee Williams,Tim Burton
10148,272,150000000,8.176091259," Action, Crime, Drama",28.505341,6/10/2005,374218673,8.573125454,140,Batman Begins,7.5,7511,Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy,VFX
586,274,19000000,7.278753601," Crime, Drama, Thriller",4.307222,2/1/1991,272742922,8.435753489,119,The Silence of the Lambs,8.1,4549,Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald, Brooke Smith,
600,275,7000000,6.84509804," Crime, Drama, Thriller",12.61469,4/5/1996,60611975,7.782558435,98,Fargo,7.7,2080,William H. Macy, Frances McDormand, Steve Buscemi, Peter Stormare, Kristin Rudrüd, Harve Presnell,Joel Coen
6628,277,22000000,7.342422681," Fantasy, Action, Thriller",20.624333,9/19/2003,95708457,7.980950315,121,Underworld,6.6,2556,Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder,"Len Wiseman,  Supervisor, Eric Jennings"
314,278,25000000,7.397940009," Drama, Crime",51.645403,9/23/1994,28341469,7.452422357,142,The Shawshank Redemption,8.5,8358,Tim Robbins, Morgan Freeman, Bob Gunton, Clancy Brown, Mark Rolston, James Whitmore,Frank Darabont
1189,279,18000000,7.255272505," Drama, History, Music",12.677592,10/26/1984,51973029,7.715778028,160,Amadeus,7.8,1107,F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice, Simon Callow, Christine Ebersole,"Miloš Forman, Motion Capture"
582,280,100000000,8," Action, Thriller, Science Fiction",22.661695,7/1/1991,520000000,8.716003344,137,Terminator 2: Judgment Day,7.7,4274,Arnold Schwarzenegger, Linda Hamilton, Robert Patrick, Edward Furlong, Michael Edwards, Joe Morton,
888,284,3000000,6.477121255," Comedy, Drama, Romance",11.994281,6/15/1960,25000000,7.397940009,125,The Apartment,8.1,498,Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen, David Lewis,
11861,285,300000000,8.477121255," Adventure, Fantasy, Action",31.363664,5/19/2007,961000000,8.982723388,169,Pirates of the Caribbean: At World's End,6.9,4627,Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Chow Yun-fat, Bill Nighy,
3252,287,7000000,6.84509804," Comedy, Romance",6.924072,6/15/1988,50888000,7.706615383,108,Bull Durham,6.6,154,Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson, Robert Wuhl, David Neidorf,Ron Shelton
1245,288,730000,5.86332286,Western,16.715935,3/27/1952,8000000,6.903089987,85,High Noon,7.6,343,Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges, Katy Jurado, Otto Kruger,
891,289,878000,5.943494516," Drama, Romance",13.916101,11/26/1942,10462500,7.019635471,102,Casablanca,7.9,1462,Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet,"Michael Curtiz, Songs, M.K. Jerome"
9525,291,2600000,6.414973348,Documentary,2.203949,7/9/2004,3166000,6.500510911,105,Riding Giants,7.6,23,Jeff Clark, Darrick Doerner, Laird Hamilton, Dave Kalama, David H. Kalama Jr., Brian L. Keaulana,Stacy Peralta
10810,292,3000000,6.477121255," Comedy, Documentary, Music",2.092791,9/12/2005,11718595,7.068875545,100,Dave Chappelle's Block Party,6.5,29,Dave Chappelle, Erykah Badu, Common, Yasiin Bey, Bilal, Cody ChestnuTT,Michel Gondry
7374,294,350000,5.544068044," Drama, Romance",1.553107,10/1/1985,2400000,6.380211242,96,Desert Hearts,6.7,21,Helen Shaver, Patricia Charbonneau, Audra Lindley, Andra Akers, Gwen Welles, Dean Butler,Donna Deitch
6411,296,200000000,8.301029996," Action, Thriller, Science Fiction",20.818907,7/2/2003,435000000,8.638489257,109,Terminator 3: Rise of the Machines,5.9,2177,Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti,"Jonathan Mostow,  Supervisor, Colin Strause, Motion Capture"
2233,297,90000000,7.954242509," Fantasy, Drama, Mystery",14.026744,11/12/1998,142940100,8.155154082,178,Meet Joe Black,6.9,1174,Brad Pitt, Anthony Hopkins, Claire Forlani, Jeffrey Tambor, Marcia Gay Harden, Jake Weber,
11879,298,85000000,7.929418926," Crime, Thriller",12.16276,6/7/2007,311312624,8.493196732,122,Ocean's Thirteen,6.5,2040,George Clooney, Brad Pitt, Matt Damon, Al Pacino, Bernie Mac, Andy García,
11301,300,6000000,6.77815125," Comedy, Drama, Fantasy",10.603991,2/11/2006,9524340,6.97883489,105,The Science of Sleep,6.8,253,Gael García Bernal, Charlotte Gainsbourg, Miou-Miou, Alain Chabat, Emma de Caunes, Aurélia Petit,Michel Gondry
6412,302,7800000,6.892094603," Thriller, Crime",14.481103,5/18/2003,22441323,7.351048457,102,Swimming Pool,6.5,154,Charlotte Rampling, Ludivine Sagnier, Charles Dance, Jean-Marie Lamour, Marc Fayolle, Mireille Mossé,"François Ozon,  "
909,303,2000000,6.301029996," Thriller, Drama, Romance",10.135111,8/15/1946,24464742,7.38854064,102,Notorious,7.8,345,Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern, Leopoldine Konstantin, Reinhold Schünzel,Alfred Hitchcock
415,306,50000000,7.698970004," Action, Comedy, Crime",11.787784,5/24/1994,119208989,8.076309005,104,Beverly Hills Cop III,5.5,445,Eddie Murphy, Judge Reinhold, Héctor Elizondo, Gilbert R. Hill, Timothy Carhart, Bronson Pinchot,John Landis
10271,308,10000000,7," Comedy, Drama, Mystery, Romance",6.589304,5/17/2005,45742101,7.660316108,105,Broken Flowers,6.8,359,Bill Murray, Julie Delpy, Sharon Stone, Tilda Swinton, Jessica Lange, Jeffrey Wright,Jim Jarmusch
6251,310,80000000,7.903089987," Fantasy, Comedy",15.947524,5/23/2003,484572835,8.685359064,101,Bruce Almighty,6.4,3121,Jim Carrey, Jennifer Aniston, Philip Baker Hall, Catherine Bell, Lisa Ann Walter, Steve Carell,"Negative Cutter, Marlen Hill"
5270,320,46000000,7.662757832," Crime, Mystery, Thriller",11.424974,5/24/2002,113714830,8.055817106,118,Insomnia,6.8,1181,Al Pacino, Robin Williams, Hilary Swank, Maura Tierney, Martin Donovan, Nicky Katt,Christopher Nolan
6744,322,25000000,7.397940009," Thriller, Crime, Drama, Mystery",12.602438,10/7/2003,156822020,8.195407044,138,Mystic River,7.6,1473,Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney,Clint Eastwood
11149,326,33000000,7.51851394," Action, Crime, Horror, Thriller",7.418574,8/6/2006,62022014,7.792545865,105,Snakes on a Plane,5.1,504,Samuel L. Jackson, Julianna Margulies, Kenan Thompson, Nathan Phillips, Rachel Blanchard, Flex Alexander,
4525,327,12000000,7.079181246," Crime, Drama, Thriller",8.134524,9/9/2000,15250000,7.183269844,114,Brother,6.8,107,Takeshi Kitano, Omar Epps, Claude Maki, Susumu Terajima, Masaya Kato, Royale Watkins,Takeshi Kitano
475,329,63000000,7.799340549," Adventure, Science Fiction",8.863776,6/11/1993,920100000,8.963835031,127,Jurassic Park,7.6,4956,Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck, Martin Ferrero,Steven Spielberg
1480,330,73000000,7.86332286," Adventure, Action, Science Fiction",0.788123,5/23/1997,229074524,8.359976793,129,The Lost World: Jurassic Park,6.2,2528,Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Richard Attenborough, Vince Vaughn, Arliss Howard,Steven Spielberg
4523,331,93000000,7.968482949," Adventure, Action, Thriller, Science Fiction",0.648867,7/18/2001,368780809,8.566768313,92,Jurassic Park III,5.7,2109,Sam Neill, William H. Macy, Téa Leoni, Trevor Morgan, Alessandro Nivola, Michael Jeter,"Joe Johnston, Matchmove Supervisor, David Washburn"
3052,334,37000000,7.568201724,Drama,9.091636,12/8/1999,48451803,7.685309943,188,Magnolia,7.5,844,Julianne Moore, William H. Macy, John C. Reilly, Tom Cruise, Philip Baker Hall, Philip Seymour Hoffman,Paul Thomas Anderson
1173,335,5000000,6.698970004,Western,15.589351,12/21/1968,5321508,6.726034719,175,Once Upon a Time in the West,8.1,1160,Henry Fonda, Claudia Cardinale, Jason Robards, Charles Bronson, Gabriele Ferzetti, Paolo Stoppa,Sergio Leone
7193,338,4800000,6.681241237," Comedy, Drama, Romance",10.605595,2/9/2003,79384880,7.899737793,121,"Good bye, Lenin!",7.4,602,Daniel Brühl, Katrin Sass, Chulpan Khamatova, Maria Simon, Florian Lukas, Alexander Beyer,"Researcher, Michael Konstabel"
2606,345,65000000,7.812913357," Mystery, Drama",13.268484,7/14/1999,162091208,8.209759459,159,Eyes Wide Shut,7.1,1266,Tom Cruise, Nicole Kidman, Madison Eginton, Jackie Sawiris, Sydney Pollack, Leslie Lowe,Stanley Kubrick
1178,348,11000000,7.041392685," Horror, Action, Thriller, Science Fiction",23.37742,5/25/1979,104931801,8.020907127,117,Alien,7.9,4564,Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt, Ian Holm,Ridley Scott
11036,350,35000000,7.544068044," Comedy, Drama, Romance",13.102384,6/30/2006,326551094,8.513951143,109,The Devil Wears Prada,7,3198,Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci, Simon Baker, Adrian Grenier,David Frankel
1335,364,80000000,7.903089987," Action, Fantasy",15.001681,6/19/1992,280000000,8.447158031,126,Batman Returns,6.6,1706,Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken, Michael Gough, Pat Hingle,Tim Burton
1306,377,1800000,6.255272505,Horror,13.694713,11/14/1984,25504513,7.406617035,91,A Nightmare on Elm Street,7.2,1212,John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss, Jsu Garcia, Johnny Depp,Wes Craven
1352,378,6000000,6.77815125," Comedy, Crime",14.011415,3/1/1987,29180280,7.465089455,94,Raising Arizona,7.2,548,Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman, William Forsythe, Sam McMurray,
1858,380,25000000,7.397940009,Drama,11.267467,12/11/1988,412800000,8.615739689,133,Rain Man,7.6,1762,Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts,
912,381,2500000,6.397940009," Crime, Drama, Mystery, Romance, Thriller",5.490505,8/3/1955,8750000,6.942008053,106,To Catch a Thief,7.1,299,Cary Grant, Grace Kelly, Jessie Royce Landis, Brigitte Auber, John Williams, Charles Vanel,Alfred Hitchcock
1196,387,14000000,7.146128036," Action, Drama, History, War, Adventure",8.80338,9/16/1981,85000000,7.929418926,149,Das Boot,7.9,623,Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge, Bernd Tauber,"Wolfgang Petersen,  "
10872,388,45000000,7.653212514," Crime, Drama, Thriller",13.393548,3/23/2006,184376254,8.265704987,129,Inside Man,7.3,1671,Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer, Willem Dafoe, Chiwetel Ejiofor,Spike Lee
1168,389,350000,5.544068044,Drama,16.503959,3/25/1957,1000000,6,96,12 Angry Men,8.2,2130,Henry Fonda, Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman,Sidney Lumet
2844,391,200000,5.301029996,Western,12.429704,9/12/1964,14500000,7.161368002,99,A Fistful of Dollars,7.6,909,Clint Eastwood, Marianne Koch, Gian Maria Volonté, Wolfgang Lukschy, José Calvo, Sieghardt Rupp,Sergio Leone
3898,392,25000000,7.397940009," Comedy, Drama, Romance",8.9256,12/14/2000,152500343,8.18327082,121,Chocolat,6.8,979,Juliette Binoche, Alfred Molina, Johnny Depp, Judi Dench, Leslie Caron, Carrie-Anne Moss,
7294,393,30000000,7.477121255," Action, Crime, Thriller",21.533072,4/16/2004,152159461,8.182298961,136,Kill Bill: Vol. 2,7.7,4061,Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen, Gordon Liu Chia-Hui, Michael Parks,
8110,395,70000000,7.84509804," Adventure, Science Fiction, Action",12.636205,8/12/2004,171183863,8.233462823,101,AVP: Alien vs. Predator,5.6,1241,Sanaa Lathan, Raoul Bova, Ewen Bremner, Colin Salmon, Tommy Flanagan, Joseph Rye,"Security, Robert Milicevic,  3D Supervisor, Laurent Cordier, Translator, Lenka Rock, Translator, Lenka Rock, Translator, Lenka Rock, Translator, Lenka Rock, Translator, Lenka Rock"
2029,396,7500000,6.875061263,Drama,5.564294,6/21/1966,33736689,7.528102458,131,Who's Afraid of Virginia Woolf?,7.8,199,Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis, Agnes Flanagan, Frank Flanagan,"Mike Nichols, Rigging Gaffer, Michael A. Jones"
10416,398,7000000,6.84509804," Crime, Drama",6.01272,9/30/2005,49084830,7.690947291,114,Capote,6.9,394,Philip Seymour Hoffman, Allie Mickelson, Craig Archibald, Bronwen Coleman, Kate Shindle, David Wilson Barnes,Bennett Miller
